customer_id,country,signup_date,customer_length,total_spent,transaction_count,avg_transaction_amount,avg_monthly_spent,days_since_last_transaction,first_transaction_before_signup
75,SE,2023-10-23,839,1156.0,11,105.0909090909091,41.33492252681764,1894,True
76,NO,2022-08-22,1266,1763.75,18,97.98611111111111,41.79502369668246,1896,True
77,FI,2020-07-10,2039,2404.62,23,104.5486956521739,35.37940166748406,1909,True
78,FI,2023-07-18,936,1102.92,11,100.26545454545455,35.35,1907,True
79,DK,2022-06-17,1332,1399.06,14,99.93285714285715,31.51036036036036,1902,True
80,FI,2020-02-24,2176,2266.4,24,94.43333333333334,31.246323529411768,1885,True
81,DK,2021-07-18,1666,2666.19,24,111.09125,48.01062424969988,1912,True
82,FI,2021-12-05,1526,2505.07,26,96.34884615384615,49.24777195281783,1889,True
83,SE,2020-03-06,2165,3134.96,29,108.10206896551725,43.44055427251732,1900,True
84,FI,2023-01-05,1130,2257.4,23,98.14782608695653,59.93097345132744,1899,True
85,DK,2019-09-27,2326,2047.28,21,97.4895238095238,26.405159071367155,1890,False
86,DK,2022-12-25,1141,1621.58,17,95.3870588235294,42.63575810692375,1908,True
87,NO,2019-02-18,2547,2198.8,21,104.70476190476191,25.898704358068315,1905,False
88,SE,2021-06-29,1685,2327.46,22,105.79363636363637,41.43845697329377,1914,True
89,FI,2019-06-30,2415,1653.69,17,97.27588235294118,20.54273291925466,1905,False
90,NO,2020-12-15,1881,1949.43,20,97.4715,31.091387559808613,1895,True
91,FI,2020-07-06,2043,2521.42,25,100.8568,37.02525697503671,1899,True
92,FI,2021-04-25,1750,2825.89,24,117.74541666666666,48.44382857142857,1918,True
93,NO,2022-05-04,1376,1408.6000000000001,15,93.90666666666668,30.71075581395349,1912,True
94,NO,2022-08-22,1266,2279.19,22,103.59954545454546,54.009241706161134,1885,True
95,NO,2019-10-17,2306,841.05,8,105.13125,10.941673894189073,1886,False
96,NO,2022-01-13,1487,2845.55,27,105.39074074074075,57.40854068594486,1887,True
97,NO,2019-11-03,2289,1424.08,13,109.54461538461538,18.66422018348624,1887,False
98,FI,2022-05-12,1368,1684.07,16,105.254375,36.931359649122804,1905,True
99,NO,2023-03-12,1064,2200.01,25,88.00040000000001,62.03035714285715,1892,True
100,SE,2022-03-04,1437,1949.47,19,102.60368421052631,40.69874739039666,1895,True
101,DK,2019-08-18,2366,2054.2,21,97.81904761904761,26.046491969568894,1922,False
102,NO,2023-11-16,815,2100.21,21,100.01,77.3083435582822,1906,True
103,NO,2023-01-17,1118,1636.2,18,90.9,43.9051878354204,1902,True
104,FI,2023-08-27,896,1482.59,17,87.21117647058823,49.640290178571426,1913,True
105,NO,2023-03-15,1061,2037.3799999999999,20,101.869,57.60735155513666,1907,True
106,NO,2019-01-10,2586,1819.89,18,101.105,21.112412993039445,1888,False
107,NO,2019-02-06,2559,3179.4700000000003,32,99.35843750000001,37.27397420867527,1898,False
108,FI,2019-02-16,2549,1667.32,18,92.62888888888888,19.623224794036876,1896,False
109,NO,2020-03-04,2167,1683.02,16,105.18875,23.29976926626673,1925,True
110,DK,2023-04-04,1041,2528.9700000000003,26,97.26807692307693,72.88097982708933,1890,True
111,FI,2022-11-26,1170,2734.14,27,101.26444444444444,70.10615384615384,1908,True
112,DK,2023-11-21,810,2249.88,23,97.8208695652174,83.3288888888889,1904,True
113,FI,2019-02-25,2540,2381.55,20,119.07750000000001,28.128543307086616,1909,False
114,NO,2022-10-31,1196,1379.03,14,98.50214285714286,34.59105351170568,1918,True
115,DK,2022-05-03,1377,1176.78,13,90.52153846153846,25.637908496732027,1899,True
116,FI,2021-03-21,1785,1691.67,18,93.98166666666667,28.431428571428572,1913,True
117,SE,2020-10-29,1928,2589.53,22,117.7059090909091,40.293516597510376,1897,True
118,NO,2021-03-28,1778,1543.55,14,110.25357142857142,26.044150731158606,1885,True
119,FI,2020-01-27,2204,1778.03,19,93.58052631578947,24.201860254083485,1894,True
120,SE,2022-11-16,1180,1379.0,12,114.91666666666667,35.059322033898304,1888,True
121,FI,2022-01-27,1473,2332.85,25,93.314,47.5122199592668,1892,True
122,SE,2019-08-20,2364,2206.78,23,95.94695652173914,28.004822335025384,1889,False
123,NO,2020-05-14,2096,3242.07,32,101.3146875,46.403673664122145,1887,True
124,DK,2023-05-30,985,1543.54,16,96.47125,47.01137055837563,1898,True
125,SE,2021-10-15,1577,1406.84,16,87.9275,26.76296766011414,1891,True
126,FI,2020-04-19,2121,2314.46,24,96.43583333333333,32.73635077793494,1912,True
127,NO,2022-10-28,1199,1959.16,19,103.11368421052632,49.01984987489575,1929,True
128,SE,2023-02-03,1101,1038.17,9,115.35222222222222,28.28801089918256,1921,True
129,FI,2020-07-03,2046,1009.86,10,100.986,14.80733137829912,1904,True
130,FI,2022-06-04,1345,1952.27,21,92.96523809523809,43.54505576208178,1899,True
131,FI,2022-05-29,1351,1833.9,18,101.88333333333334,40.72316802368616,1898,True
132,SE,2022-12-08,1158,2321.0299999999997,21,110.52523809523808,60.13031088082901,1887,True
133,SE,2020-06-10,2069,2271.45,20,113.57249999999999,32.93547607539874,1906,True
134,SE,2020-11-21,1905,2112.68,25,84.5072,33.27055118110236,1891,True
135,DK,2022-05-09,1371,1411.68,15,94.11200000000001,30.89015317286652,1929,True
136,SE,2020-10-17,1940,2643.0,21,125.85714285714286,40.871134020618555,1918,True
137,SE,2019-09-14,2339,1662.64,17,97.80235294117648,21.325010688328348,1923,False
138,SE,2022-05-24,1356,2105.2799999999997,19,110.80421052631577,46.57699115044247,1903,True
139,DK,2023-08-28,895,2565.25,24,106.88541666666667,85.98603351955308,1894,True
140,SE,2021-03-26,1780,1260.3600000000001,13,96.95076923076924,21.242022471910115,1884,True
141,FI,2022-08-10,1278,1577.02,19,83.00105263157894,37.019248826291076,1909,True
142,SE,2021-01-13,1852,1424.67,15,94.97800000000001,23.07780777537797,1889,True
143,FI,2019-04-04,2502,2361.61,21,112.45761904761905,28.316666666666666,1884,False
144,FI,2021-07-29,1655,2050.78,18,113.93222222222224,37.17425981873112,1900,True
145,FI,2019-01-09,2587,1706.91,20,85.3455,19.794085813683804,1916,False
146,DK,2019-09-28,2325,1333.2,14,95.22857142857143,17.20258064516129,1898,False
147,DK,2023-12-06,795,2192.14,21,104.38761904761904,82.72226415094339,1933,True
148,DK,2020-09-07,1980,1685.67,16,105.354375,25.540454545454548,1947,True
149,SE,2023-01-15,1120,1787.64,19,94.08631578947369,47.88321428571429,1902,True
150,FI,2023-03-12,1064,1410.72,13,108.51692307692308,39.77593984962406,1892,True
151,DK,2021-12-31,1500,1824.42,18,101.35666666666667,36.4884,1885,True
152,DK,2019-08-26,2358,2481.04,25,99.2416,31.565394402035626,1902,False
153,SE,2021-11-26,1535,1635.64,17,96.21411764705883,31.966905537459287,1892,True
154,DK,2021-07-01,1683,2109.64,21,100.45904761904761,37.604991087344025,1908,True
155,SE,2023-03-25,1051,2764.93,23,120.21434782608695,78.92283539486203,1902,True
156,NO,2021-09-04,1618,2404.7,24,100.19583333333333,44.58652657601978,1886,True
157,DK,2022-12-20,1146,1605.87,15,107.05799999999999,42.03848167539267,1888,True
158,NO,2023-08-23,900,1696.44,16,106.0275,56.548,1888,True
159,SE,2020-04-27,2113,1976.81,21,94.13380952380952,28.066398485565543,1889,True
160,FI,2023-01-11,1124,1927.31,18,107.07277777777777,51.44065836298932,1886,True
161,DK,2022-08-20,1268,1711.52,19,90.08,40.49337539432177,1884,True
162,SE,2021-01-04,1861,1566.57,18,87.03166666666667,25.25368081676518,1885,True
163,FI,2022-05-31,1349,1619.68,19,85.24631578947368,36.01957005189029,1884,True
164,FI,2022-08-17,1271,1403.3400000000001,15,93.55600000000001,33.12368214004721,1966,True
165,NO,2023-11-22,809,1927.91,17,113.4064705882353,71.49233621755255,1968,True
166,SE,2020-08-15,2003,1521.6799999999998,15,101.44533333333332,22.79101347978033,1887,True
167,FI,2019-06-05,2440,2529.01,24,105.37541666666668,31.094385245901645,1884,False
168,DK,2020-02-05,2195,1978.18,21,94.19904761904762,27.036628701594534,1896,False
169,DK,2020-07-29,2020,1780.3700000000001,19,93.70368421052632,26.44113861386139,1893,True
170,NO,2021-03-13,1793,1652.15,18,91.78611111111111,27.64333519241495,1893,True
171,FI,2021-08-23,1630,2075.47,22,94.33954545454544,38.19883435582822,1888,True
172,SE,2019-10-21,2302,1890.06,20,94.503,24.631537793223284,1991,False
173,DK,2023-06-14,970,1683.45,17,99.0264705882353,52.06546391752577,1899,True
174,FI,2022-03-27,1414,2334.9,24,97.28750000000001,49.53818953323904,1913,True
175,FI,2021-11-17,1544,1160.35,13,89.2576923076923,22.545660621761655,1948,True
176,NO,2019-06-20,2425,1968.52,20,98.426,24.35282474226804,1942,False
177,DK,2023-01-28,1107,1467.82,14,104.8442857142857,39.77831978319783,1896,True
178,DK,2019-07-09,2406,1522.8,17,89.5764705882353,18.987531172069826,1968,False
179,SE,2020-09-04,1983,2298.53,25,91.94120000000001,34.77352496217852,1888,True
180,DK,2023-04-26,1019,2012.41,20,100.6205,59.24661432777233,1908,True
181,SE,2022-09-25,1232,1610.28,18,89.46,39.211363636363636,1888,True
182,DK,2020-07-08,2041,1256.15,14,89.72500000000001,18.463743263106323,1883,True
183,NO,2020-12-04,1892,2230.14,18,123.89666666666666,35.36162790697674,1912,True
184,DK,2022-07-30,1289,1742.24,17,102.48470588235294,40.548642358417375,1898,True
185,SE,2021-12-13,1518,1903.02,23,82.74,37.60909090909091,1896,True
186,SE,2020-01-10,2221,2178.2200000000003,25,87.12880000000001,29.42215218370104,1899,False
187,NO,2019-11-09,2283,1176.18,13,90.47538461538463,15.455716162943498,1912,False
188,DK,2019-04-25,2481,1780.1399999999999,20,89.00699999999999,21.525272067714628,1935,False
189,DK,2019-03-27,2510,1445.14,14,103.22428571428573,17.272589641434262,1885,False
190,NO,2021-11-29,1532,1740.24,17,102.36705882352942,34.07780678851175,1889,True
191,DK,2023-02-13,1091,1877.29,19,98.80473684210526,51.6211732355637,1927,True
192,DK,2021-01-04,1861,1686.53,15,112.43533333333333,27.187479849543255,1913,True
193,SE,2023-02-17,1087,2474.7799999999997,24,103.11583333333333,68.3011959521619,1885,True
194,DK,2021-07-27,1657,2526.5299999999997,25,101.06119999999999,45.74284852142426,1897,True
195,DK,2023-10-25,837,2269.72,24,94.57166666666666,81.35197132616487,1884,True
196,NO,2023-02-09,1095,1750.9,16,109.43125,47.969863013698635,1905,True
197,NO,2019-07-11,2404,2385.26,23,103.70695652173914,29.76613976705491,1901,False
198,FI,2019-01-11,2585,1956.48,18,108.69333333333333,22.70576402321083,1900,False
199,SE,2021-02-01,1833,1924.85,20,96.24249999999999,31.503273322422256,1909,True
200,DK,2020-11-15,1911,1809.65,18,100.53611111111111,28.408948194662482,1884,True
201,DK,2022-11-30,1166,2207.01,20,110.35050000000001,56.78413379073757,1887,True
202,FI,2023-10-14,848,1657.28,15,110.48533333333333,58.630188679245286,1890,True
203,DK,2023-10-20,842,1641.94,18,91.2188888888889,58.50142517814727,1885,True
204,SE,2022-04-10,1400,2067.01,19,108.79,44.29307142857144,1896,True
205,FI,2022-08-08,1280,2257.87,24,94.07791666666667,52.918828125,1892,True
206,SE,2023-05-29,986,2057.81,21,97.99095238095238,62.61085192697769,1898,True
207,FI,2019-04-21,2485,1703.55,17,100.20882352941176,20.56599597585513,1902,False
208,FI,2022-03-15,1426,1727.9,20,86.39500000000001,36.35133239831698,1896,True
209,NO,2019-09-09,2344,2044.43,23,88.88826086956522,26.165912969283276,1885,False
210,SE,2023-03-09,1067,1448.19,21,68.96142857142857,40.71761949390815,1916,True
211,DK,2020-06-06,2073,1728.9299999999998,18,96.05166666666666,25.020694645441388,1898,True
212,DK,2022-12-31,1135,2470.53,25,98.8212,65.3003524229075,1889,True
213,SE,2019-08-18,2366,1939.47,20,96.9735,24.591758241758246,1892,False
214,DK,2019-05-09,2467,1811.45,17,106.55588235294118,22.028171868666398,1889,False
215,DK,2020-04-12,2128,1574.59,16,98.411875,22.19816729323308,1922,True
216,SE,2023-01-15,1120,2004.66,23,87.15913043478261,53.69625,1902,True
217,FI,2023-04-22,1023,2330.29,23,101.31695652173913,68.33695014662756,1896,True
218,SE,2021-09-01,1621,615.03,9,68.33666666666666,11.382418260333127,1884,True
219,FI,2019-09-15,2338,1299.82,12,108.31833333333333,16.678614200171086,1905,False
220,DK,2019-02-13,2552,1534.26,19,80.75052631578947,18.035971786833855,1888,False
221,DK,2021-02-09,1825,2375.33,22,107.96954545454545,39.0465205479452,1890,True
222,DK,2020-11-05,1921,1792.41,17,105.43588235294118,27.991827173347218,1890,True
223,NO,2019-08-16,2368,2821.04,27,104.48296296296296,35.73952702702702,1884,False
224,FI,2020-02-17,2183,1846.91,19,97.20578947368422,25.38126431516262,1901,True
225,NO,2019-09-27,2326,2267.54,25,90.7016,29.246001719690454,1891,False
226,NO,2023-01-14,1121,2663.67,21,126.84142857142858,71.28465655664586,1919,True
227,SE,2023-01-10,1125,1610.9,15,107.39333333333335,42.95733333333334,1901,True
228,NO,2021-12-02,1529,2591.06,24,107.96083333333333,50.8383257030739,1902,True
229,SE,2019-07-10,2405,2009.38,20,100.46900000000001,25.065031185031184,1898,False
230,SE,2020-07-12,2037,2299.23,23,99.96652173913044,33.862002945508095,1906,True
231,NO,2022-10-16,1211,1935.35,20,96.7675,47.944260941370764,1904,True
232,FI,2023-04-20,1025,1932.78,17,113.69294117647058,56.56917073170732,1888,True
233,FI,2021-12-28,1503,2188.57,20,109.42850000000001,43.684031936127745,1913,True
234,FI,2022-10-17,1210,2256.32,21,107.44380952380953,55.941818181818185,1916,True
235,FI,2023-09-18,874,1103.13,14,78.795,37.864874141876435,1883,True
236,FI,2022-08-01,1287,1922.8700000000001,19,101.20368421052632,44.82214452214453,1884,True
237,NO,2022-10-11,1216,1929.29,19,101.54157894736842,47.59761513157895,1889,True
238,NO,2021-09-03,1619,2285.17,24,95.21541666666667,42.34410129709698,1891,True
239,DK,2023-03-21,1055,2028.0900000000001,20,101.40450000000001,57.6708056872038,1889,True
240,FI,2023-08-09,914,2802.98,30,93.43266666666666,92.00153172866521,1887,True
241,NO,2019-11-25,2267,1839.53,18,102.19611111111111,24.343140714600796,1912,False
242,DK,2020-08-15,2003,2020.59,21,96.21857142857142,30.26345481777334,1892,True
243,FI,2023-05-17,998,1885.31,17,110.90058823529411,56.672645290581166,1891,True
244,SE,2022-02-12,1457,1657.95,17,97.5264705882353,34.13761153054221,1889,True
245,DK,2022-04-30,1380,2014.8700000000001,23,87.60304347826087,43.801521739130436,1884,True
246,NO,2021-09-11,1611,2016.26,21,96.01238095238095,37.54674115456238,1883,True
247,SE,2019-04-30,2476,2356.94,23,102.47565217391305,28.557431340872377,1910,False
248,SE,2020-11-14,1912,1718.67,19,90.45631578947369,26.96657949790795,1889,True
249,SE,2020-03-14,2157,1080.15,13,83.08846153846154,15.022948539638387,1900,True
250,DK,2022-04-10,1400,2318.95,20,115.94749999999999,49.691785714285714,1897,True
251,NO,2022-10-03,1224,1920.1,15,128.00666666666666,47.06127450980392,1944,True
252,SE,2022-07-07,1312,1427.61,13,109.81615384615384,32.64352134146341,1883,True
253,FI,2019-09-14,2339,2600.9300000000003,26,100.03576923076925,33.35951261222745,1886,False
254,SE,2019-05-15,2461,1389.1,13,106.85384615384615,16.93336042259244,1889,False
255,SE,2020-11-14,1912,1499.5900000000001,15,99.97266666666668,23.52913179916318,1890,True
256,DK,2019-11-30,2262,1680.9,16,105.05625,22.29310344827586,1905,False
257,DK,2023-07-08,946,3588.82,37,96.99513513513514,113.81035940803383,1889,True
258,NO,2022-03-19,1422,2105.35,19,110.8078947368421,44.416666666666664,1922,True
259,FI,2021-07-09,1675,3081.7400000000002,27,114.13851851851852,55.19534328358209,1890,True
260,DK,2019-03-10,2527,2563.05,25,102.522,30.42797783933518,1941,False
261,SE,2021-12-16,1515,1871.54,19,98.50210526315789,37.06019801980198,1891,True
262,NO,2019-06-23,2422,1963.34,20,98.167,24.318827415359205,1887,False
263,SE,2021-11-22,1539,1626.16,15,108.41066666666667,31.699025341130607,1933,True
264,SE,2023-11-30,801,2313.06,21,110.14571428571428,86.63146067415731,1889,True
265,DK,2019-02-20,2545,1827.91,17,107.52411764705883,21.547072691552064,1900,False
266,NO,2021-03-05,1801,2305.2200000000003,21,109.77238095238097,38.39900055524709,1885,True
267,FI,2023-10-13,849,1996.6100000000001,22,90.75500000000001,70.55159010600707,1905,True
268,FI,2022-07-24,1295,2297.06,23,99.87217391304348,53.213745173745174,1916,True
269,DK,2019-11-03,2289,1966.06,19,103.47684210526316,25.767496723460027,1889,False
270,DK,2021-11-18,1543,2673.17,23,116.22478260869566,51.97349319507453,1888,True
271,NO,2021-05-18,1727,2812.26,25,112.49040000000001,48.85222929936306,1885,True
272,FI,2023-10-15,847,1228.95,14,87.78214285714286,43.528335301062576,1916,True
273,FI,2023-02-08,1096,2457.1,24,102.37916666666666,67.25638686131387,1894,True
274,FI,2021-08-31,1622,1505.35,16,94.084375,27.8424784217016,1903,True
275,SE,2021-01-07,1858,892.54,8,111.5675,14.41130247578041,1933,True
276,FI,2020-01-12,2219,2292.59,23,99.67782608695653,30.994907616043264,1883,True
277,SE,2022-04-06,1404,2595.88,25,103.8352,55.46752136752137,1887,True
278,NO,2019-06-15,2430,2705.03,25,108.20120000000001,33.39543209876543,1886,False
279,SE,2023-09-10,882,1260.6,15,84.03999999999999,42.87755102040816,1922,True
280,NO,2021-03-08,1798,1947.46,18,108.19222222222223,32.49377085650723,1898,True
281,FI,2021-03-09,1797,1638.98,16,102.43625,27.361936560934893,1889,True
282,FI,2020-09-28,1959,1269.07,13,97.62076923076923,19.43445635528331,1889,True
283,NO,2023-10-10,852,1862.92,21,88.7104761904762,65.59577464788732,1889,True
284,DK,2021-07-19,1665,2048.59,20,102.4295,36.91153153153154,1930,True
285,NO,2022-12-29,1137,1908.79,21,90.8947619047619,50.363852242744066,1889,True
286,DK,2019-03-21,2516,1600.23,18,88.90166666666667,19.080643879173294,1890,False
287,SE,2023-02-17,1087,1460.29,14,104.30642857142857,40.30239190432383,1889,True
288,SE,2023-11-10,821,1749.81,18,97.21166666666666,63.939464068209496,1936,True
289,SE,2022-07-08,1311,2226.11,20,111.30550000000001,50.94073226544622,1895,True
290,FI,2020-01-02,2229,2030.19,20,101.5095,27.324226110363394,1887,False
291,SE,2023-02-22,1082,2607.1,24,108.62916666666666,72.28558225508317,1907,True
292,DK,2019-04-29,2477,2204.31,19,116.01631578947368,26.697335486475577,1895,False
293,SE,2019-02-02,2563,2642.69,27,97.8774074074074,30.93277409285993,1884,False
294,NO,2022-03-20,1421,1649.01,18,91.61166666666666,34.8137227304715,1903,True
295,NO,2019-02-22,2543,1624.46,16,101.52875,19.163900904443572,1917,False
296,FI,2019-08-21,2363,2150.42,18,119.46777777777778,27.30114261531951,1941,False
297,NO,2022-06-28,1321,1353.75,17,79.63235294117646,30.743754731264197,1889,True
298,DK,2021-09-18,1604,1087.24,11,98.84,20.33491271820449,1889,True
299,SE,2021-04-02,1773,1867.31,18,103.73944444444444,31.59576988155668,1893,True
300,FI,2021-04-01,1774,2113.3,25,84.53200000000001,35.73788049605412,1895,True
301,SE,2023-08-22,901,2000.61,19,105.29526315789474,66.61298557158712,1904,True
302,SE,2022-06-28,1321,1421.3,19,74.80526315789473,32.2778198334595,1891,True
303,DK,2020-02-06,2194,2151.3,21,102.44285714285715,29.41613491340018,1920,True
304,NO,2019-04-08,2498,3064.32,29,105.66620689655173,36.80128102481986,1885,False
305,NO,2019-10-01,2322,1226.1299999999999,11,111.46636363636362,15.841472868217052,1896,False
306,SE,2021-03-22,1784,1864.77,17,109.69235294117647,31.358239910313902,1896,True
307,FI,2021-08-29,1624,1378.62,16,86.16375,25.467118226600984,1902,True
308,NO,2023-05-20,995,2319.0,24,96.625,69.91959798994975,1919,True
309,FI,2021-12-05,1526,1758.15,18,97.67500000000001,34.56389252948886,1890,True
310,NO,2022-09-08,1249,2049.05,23,89.08913043478262,49.21657325860689,1891,True
311,FI,2021-11-08,1553,1974.08,19,103.89894736842105,38.13419188667096,1894,True
312,DK,2021-10-11,1581,1591.43,14,113.67357142857144,30.197912713472487,1893,True
313,FI,2020-09-04,1983,1918.2,20,95.91,29.019667170953106,1944,True
314,DK,2021-10-09,1583,1841.74,23,80.07565217391304,34.90347441566646,1889,True
315,DK,2019-07-27,2388,1493.8,17,87.87058823529412,18.76633165829146,1890,False
316,FI,2021-07-25,1659,1837.44,19,96.70736842105264,33.22676311030742,1892,True
317,DK,2020-01-23,2208,2435.78,26,93.68384615384616,33.094836956521746,1885,True
318,SE,2021-11-26,1535,1662.93,18,92.385,32.50026058631922,1902,True
319,DK,2023-07-08,946,1604.26,16,100.26625,50.87505285412262,1900,True
320,NO,2023-07-01,953,1866.92,20,93.346,58.76977964323191,1893,True
321,FI,2023-05-05,1010,1023.41,10,102.341,30.398316831683168,1913,True
322,SE,2022-07-19,1300,1863.1,20,93.155,42.99461538461538,1901,True
323,FI,2022-10-05,1222,1310.51,14,93.60785714285714,32.17291325695581,1925,True
324,NO,2022-02-28,1441,1428.53,14,102.03785714285713,29.740388619014574,1899,True
325,NO,2019-09-29,2324,1855.52,19,97.65894736842105,23.95249569707401,1894,False
326,NO,2020-03-14,2157,1708.91,18,94.93944444444445,23.76787204450626,1886,True
